mnist_id,classification_0_lb,classification_0_ub,classification_1_lb,classification_1_ub,classification_2_lb,classification_2_ub,classification_3_lb,classification_3_ub,classification_4_lb,classification_4_ub,classification_5_lb,classification_5_ub,classification_6_lb,classification_6_ub,classification_7_lb,classification_7_ub,classification_8_lb,classification_8_ub,classification_9_lb,classification_9_ub,classification_prediction_idx,classification_target_idx,classification_correct,classification_correct_safe_pgd_attack_success,classification_safe
24,8.704972395760005e-23,0.09980430849417947,8.704973547500748e-23,0.09991295686857614,8.704973916588448e-23,0.09988490856199157,8.704972331635056e-23,0.09980164198990327,1.0,1.0,8.704972600753829e-23,0.09981316854085687,8.704972418634315e-23,0.09980975373017104,8.704972966379169e-23,0.09983241663081459,8.704973617729626e-23,0.09984012615167766,8.704977590310015e-23,0.10005896877268262,4,4,True,False,True
25,1.0,1.0,9.250979217644125e-19,0.09975688031300617,9.250979251070178e-19,0.09975889469182107,9.250979219204344e-19,0.09975693853979288,9.250979218682957e-19,0.09975695273309808,9.250979489069313e-19,0.09976289322410282,9.250979233803523e-19,0.09975809487760318,9.250979217901796e-19,0.09975690569582084,9.250979218009072e-19,0.099756903221585,9.250979371440359e-19,0.09977093070087677,0,0,True,False,True
26,1.7996790373342598e-15,0.09970249851376366,1.7996792258615704e-15,0.09974011782456735,1.799682277024476e-15,0.10015629567739247,1.7996791365971817e-15,0.09971638585191296,1.7996790377653644e-15,0.09970273901503975,1.7996791931570665e-15,0.0997133040904607,1.799679034091992e-15,0.09970204397947585,0.10261229115648679,0.9999999999999838,1.7996790417044096e-15,0.09970317162761251,1.7996809361299785e-15,0.09991894675152882,7,7,True,False,True
27,8.6227807507853e-11,0.09956097269333597,8.622780750827115e-11,0.09956097352904907,8.622780751172486e-11,0.09956097708347278,8.622780750783401e-11,0.0995609726774367,0.10395121108282805,0.9999999992239497,8.622780750812043e-11,0.09956097291094422,8.622780750785575e-11,0.09956097272112377,8.622780750812625e-11,0.09956097303658765,8.622780750994195e-11,0.09956097413215456,8.622780763216013e-11,0.09956111355473184,4,4,True,False,True
28,1.0,1.0,3.541847318126691e-30,0.0998527985338652,3.5418474123806716e-30,0.09988001602458964,3.541847317003165e-30,0.09985174632967546,3.5418473188251075e-30,0.0998525465392889,3.54184744006591e-30,0.0998720025777008,3.541847320616901e-30,0.09985300573443026,3.5418473168867965e-30,0.09985178324602677,3.541847316752962e-30,0.09985168962320234,3.5418473194518e-30,0.09985294600967538,0,0,True,False,True
29,5.309909167451509e-45,0.09990152460607592,1.0,1.0,5.309909167544473e-45,0.09990154653907775,5.309909167448566e-45,0.09990152400437216,5.309909167804352e-45,0.09990162699315056,5.309909167448868e-45,0.09990152410344498,5.309909167450075e-45,0.09990152479660175,5.3099091675324e-45,0.09990155774088223,5.3099091674562627e-45,0.09990152590807319,5.309909167450075e-45,0.09990152434604845,1,1,True,False,True
30,8.895554917671731e-13,0.09963438869677942,8.895554918923223e-13,0.0996344204528597,8.895554917704914e-13,0.09963438907769304,0.1032874353779385,0.999999999991994,8.895554917671793e-13,0.09963438869896007,8.895554934068817e-13,0.09963462732724011,8.895554917671731e-13,0.09963438869676733,8.895554919819653e-13,0.09963442846236426,8.895554917682507e-13,0.09963438889189095,8.895557388715507e-13,0.09966876264685705,3,3,True,False,True
31,1.0134138933207058e-75,0.09994195716120816,1.0,1.0,1.0134138933220884e-75,0.09994196138625898,1.013413893319957e-75,0.09994195531188003,1.0134138934657e-75,0.09994246182370166,1.0134138933200145e-75,0.09994195560117908,1.0134138933200145e-75,0.09994195575773966,1.0134138933248247e-75,0.09994197443133586,1.013413893320245e-75,0.09994195626798727,1.0134138933211378e-75,0.09994195831361265,1,1,True,False,True
32,1.063318274840373e-06,0.09925150685306111,1.063318275708419e-06,0.09925153984142426,1.0633182748704458e-06,0.09925150748665629,0.10673632259633335,0.9999904301354912,1.063318274840375e-06,0.09925150685315784,1.0633182896818647e-06,0.09925188159836418,1.063318274840373e-06,0.09925150685305872,1.0633182754010398e-06,0.09925152471742527,1.0633182748508773e-06,0.09925150717539823,1.0633182936317543e-06,0.09925203254492508,3,3,True,False,True
33,0.0,,0.0,,0.0,,0.0,,,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,4,4,True,False,False
34,1.1433659372909288e-14,0.09968459526592345,1.143365990966582e-14,0.09969351785768733,1.1433661677585701e-14,0.0997179211460645,1.1433659375694475e-14,0.09968463579330857,1.143365937292976e-14,0.09968459574498402,1.1433659377085322e-14,0.09968463510836252,1.1433659372909045e-14,0.09968459526109844,0.10292501962731192,0.9999999999998972,1.143365937351039e-14,0.09968460367444051,1.1433659375067375e-14,0.09968462581109576,7,7,True,False,True
35,3.776612331292301e-74,0.0999408450036691,3.776616183018344e-74,0.11461046499291119,1.0,1.0,3.7766123314563134e-74,0.0999410737343464,3.7766123352869835e-74,0.09995353073628545,3.776612331327937e-74,0.09994085896691282,3.7766123312695456e-74,0.09994076764992336,3.776612639522082e-74,0.10047398288897315,3.7766123313035715e-74,0.09994082618272428,3.776612331271585e-74,0.09994077468414925,2,2,True,False,True
36,8.56196690621813e-145,0.10009452833046148,8.561984251752308e-145,0.21712983664484004,1.0,1.0,8.561967329133074e-145,0.10147631972785537,8.561966907789657e-145,0.10017174388591113,8.561967407297675e-145,0.1006446436357266,8.561966877943788e-145,0.09997820358669038,8.567220650427685e-145,1.0,8.561966941547063e-145,0.10019740599091771,8.561966882387281e-145,0.09999521514295287,2,7,False,False,False
37,1.1269925298836351e-30,0.09985414066543519,1.0,1.0,1.1269925298836512e-30,0.09985414067605752,1.1269925298836192e-30,0.099854140660663,1.1269925298841317e-30,0.09985414104478783,1.1269925298836192e-30,0.09985414066117136,1.1269925298836192e-30,0.09985414066371195,1.1269925298836351e-30,0.0998541406790348,1.1269925298836192e-30,0.09985414066382564,1.1269925298836192e-30,0.09985414066144216,1,1,True,False,True
38,0.0,,0.0,,,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2,2,True,False,False
39,2.363114624970638e-77,0.09994319459740071,1.0,1.0,2.363114624970705e-77,0.09994319469773974,2.363114624970638e-77,0.09994319457998983,2.3631146249708393e-77,0.09994319492631613,2.363114624970638e-77,0.0999431945801049,2.363114624970638e-77,0.09994319458238031,2.363114624970638e-77,0.09994319459954319,2.363114624970638e-77,0.0999431945832777,2.363114624970638e-77,0.09994319458017135,1,1,True,False,True
40,3.351937770827326e-06,0.09918117117853886,0.10736946257128546,0.999969832560058,3.3519377731535876e-06,0.09918118308446457,3.3519377706562236e-06,0.09918117035603843,3.3519377720228096e-06,0.09918117876640307,3.3519377706735407e-06,0.09918117046443474,3.351937770721609e-06,0.0991811708949392,3.351937772432653e-06,0.0991811816814145,3.351937770795909e-06,0.09918117105631637,3.3519377706750387e-06,0.09918117044766948,1,1,True,False,True
41,5.652384717306268e-32,0.09986487888219422,5.652485759884923e-32,0.11899848056199734,5.654169478981211e-32,0.38805196286901866,5.652388296744022e-32,0.10024785477146246,5.652384737985353e-32,0.0998686108834611,5.652385740071779e-32,0.09992553290121337,5.652384712020065e-32,0.09986399118130777,1.0,1.0,5.652384856516058e-32,0.09988356528192488,5.652384753565795e-32,0.09987279350873818,7,7,True,False,True
42,1.2457385188411978e-296,0.0999859853468353,1.2457385368858045e-296,0.1024239034240935,1.2457385190568915e-296,0.0999993263381735,1.2457385188261856e-296,0.09998531604318996,1.0,1.0,1.2457385188737716e-296,0.09998791020441007,1.245738518912718e-296,0.09999286586162694,1.2457385197090703e-296,0.10003286602116215,1.245738519885817e-296,0.10001171184952129,1.2457385216935067e-296,0.10011361729300955,4,4,True,False,True
43,1.3159752853091147e-225,0.09998067479278963,1.3159752854178805e-225,0.09999740983163245,1.0,1.0,1.3159752853091147e-225,0.09998067690198204,1.3159753156405585e-225,0.10164515631530589,1.3159752853092644e-225,0.09998067704589962,1.3159752853091147e-225,0.09998067408753969,1.315975285394392e-225,0.09998530414692182,1.315975285316296e-225,0.09998113220003386,1.3159752853091147e-225,0.09998067363983144,2,2,True,False,True
44,2.8526621662009434e-07,0.09931869674998609,2.8526625200904295e-07,0.09932542499486423,2.8526621789579976e-07,0.09931881814552418,0.10610699400883136,0.9999974326023756,2.85266216623686e-07,0.09931869771385295,2.8526681185709055e-07,0.09939026892000792,2.852662166199737e-07,0.09931869670503443,2.852662273263258e-07,0.09932029914572442,2.852662172138983e-07,0.09931878462453052,2.852672467812503e-07,0.09944416458930032,3,3,True,False,True
45,1.2603694170236046e-57,0.09992349805653584,1.2603694170069116e-57,0.0999234623702527,1.260369417118246e-57,0.09992370570297703,1.260369886648906e-57,0.10039969169597411,1.2603694170062668e-57,0.0999234532793817,1.0,1.0,1.2603694210494436e-57,0.09994021999729175,1.2603694170132521e-57,0.09992347321968097,1.2603694193751302e-57,0.09992678018222086,1.2603694304838094e-57,0.09994426017328652,5,5,True,False,True
46,7.925969109925416e-300,0.09998596985769015,1.0,1.0,7.925969109892977e-300,0.09998616033408413,7.925969109776739e-300,0.09998547290964048,7.925969496742148e-300,0.10192397618144589,7.925969109785749e-300,0.09998554183503891,7.925969109826298e-300,0.09998573148770383,7.925969109821792e-300,0.09998575771926001,7.925969109924516e-300,0.0999860447327397,7.92596911007049e-300,0.09998679575024798,1,1,True,False,True
47,1.8406202123571596e-17,0.09973778062919932,1.840620212357382e-17,0.09973778069378245,1.0,0.9999999999999998,1.8406202123571596e-17,0.0997377806295917,1.8406202123600892e-17,0.09973778110290464,1.8406202123571596e-17,0.09973778062975693,1.8406202123571596e-17,0.09973778062915147,1.840620212362875e-17,0.09973778152885061,1.840620212357173e-17,0.09973778063166334,1.8406202123571596e-17,0.09973778062915212,2,2,True,False,True
48,1.7255536927475501e-74,0.09994127162211655,1.7255537113708664e-74,0.10005192349019609,1.725553698160888e-74,0.0999581659865072,1.7255536925982137e-74,0.09994102433905756,1.0,1.0,1.7255537054519421e-74,0.09996532998814078,1.7255536929289119e-74,0.0999430131603321,1.7255537101431192e-74,0.09997604236530025,1.7255537012064698e-74,0.09995244652966002,1.7255537529616466e-74,0.10008157048777767,4,4,True,False,True
49,7.363821146882983e-21,0.09978241724814296,7.363821147031528e-21,0.09978243275968988,7.363821147185253e-21,0.09978243253736374,7.363821146880576e-21,0.09978241715586707,1.0,1.0,7.363821146941427e-21,0.09978241958887722,7.363821146888058e-21,0.09978241795797974,7.363821146957856e-21,0.09978242155642149,7.363821147163696e-21,0.09978242530508358,7.363821152482235e-21,0.09978269912824002,4,4,True,False,True
50,1.5549179463680536e-20,0.09977882082511386,1.5549179463665068e-20,0.09977882035304926,1.5549179463666395e-20,0.09977882041023241,1.554917946366529e-20,0.09977882036246331,1.5549179464189535e-20,0.09977883852432637,1.554917948468457e-20,0.09977941512919059,1.0,1.0,1.554917946366485e-20,0.09977882033610154,1.5549179463704734e-20,0.09977882199454126,1.554917946366485e-20,0.09977882033941715,6,6,True,False,True
51,1.6913076891506314e-21,0.09978980566224728,1.6913344599386259e-21,0.10907924698691204,1.6913083578577368e-21,0.09990083811703919,1.0,1.0,1.6913076896358967e-21,0.09978995648353628,1.6913094276102582e-21,0.10013755702328797,1.6913076890906883e-21,0.09978977255403901,1.6913134206870032e-21,0.10104191437950881,1.6913077564628997e-21,0.09980418554603224,1.691314335160132e-21,0.10134897867895544,3,3,True,False,True
52,5.5432183506192366e-80,0.09994514933923994,5.543218350570239e-80,0.09994511481769902,5.543218350936853e-80,0.09994553272798384,5.543222698272174e-80,0.10197098450461879,5.543218350641766e-80,0.09994523635442527,1.0,1.0,5.543218351931767e-80,0.09994768406811365,5.543218350580007e-80,0.09994511204183723,5.5432183853478e-80,0.09996640951462157,5.543219175976466e-80,0.10038205963579709,5,5,True,False,True
53,5.210821422038991e-23,0.09980448350891187,5.210821414430737e-23,0.09980442262841432,5.210821442050583e-23,0.09980684388003948,5.210830752509577e-23,0.10059225783427832,5.2108214248794465e-23,0.09980535712976381,1.0,1.0,5.210822270737662e-23,0.09990650577239951,5.2108214533208427e-23,0.09981023461331956,5.210821919010039e-23,0.0998397649891535,5.210822784314077e-23,0.09992006449086735,5,5,True,False,True
54,3.770937519238431e-53,0.09991688165566019,3.770937519238431e-53,0.09991688165566019,3.770937519238431e-53,0.09991688165566019,3.770937519238431e-53,0.09991688165566019,3.770937519238431e-53,0.09991688165590301,3.770937519238806e-53,0.09991688190157115,1.0,1.0,3.770937519238431e-53,0.09991688165566019,3.770937519238431e-53,0.09991688165567553,3.770937519238431e-53,0.09991688165566019,6,6,True,False,True
55,1.0,1.0,5.4003892709678785e-58,0.09992398073548857,5.4003892711064785e-58,0.0999241569829791,5.4003892709557524e-58,0.09992393582706907,5.400389270958516e-58,0.09992394094899348,5.4003892800138645e-58,0.09992836845898032,5.400389271381069e-58,0.09992456213591361,5.4003892709557524e-58,0.09992393670114695,5.400389270955139e-58,0.09992393486857847,5.4003892710992644e-58,0.09992421210503573,0,0,True,False,True
56,3.805654859322104e-35,0.0998731852621612,3.805654859369966e-35,0.0998732249552978,3.805654859457687e-35,0.09987322960713652,3.805654859321293e-35,0.09987318503109004,1.0,1.0,3.8056548593396264e-35,0.09987319017663006,3.805654859326755e-35,0.09987318881424959,3.8056548593512e-35,0.09987319621620872,3.8056548594146916e-35,0.09987320371539912,3.805654859512742e-35,0.0998732512727721,4,4,True,False,True
57,6.098762494609632e-31,0.09985543545138069,1.0,1.0,6.098762494640746e-31,0.09985543751014896,6.098762494609632e-31,0.09985543544969716,6.098762494610499e-31,0.09985543551965173,6.098762494609632e-31,0.099855435449807,6.098762494609632e-31,0.09985543545012888,6.098762494755495e-31,0.09985544901941405,6.098762494609632e-31,0.09985543545165787,6.098762494609632e-31,0.0998554354498581,1,1,True,False,True
58,4.927794918751522e-13,0.09964217784186526,4.927794916075272e-13,0.09964211978893063,4.92779491610829e-13,0.09964212062887143,4.927794925368256e-13,0.09964238423617627,4.927797170424162e-13,0.09969843341722473,4.927794958875829e-13,0.09964290837842732,4.927794916073766e-13,0.09964211973172794,4.927794922191358e-13,0.09964223949851307,4.927794919553467e-13,0.09964217632359285,0.10320945222453168,0.9999999999955649,9,9,True,False,True
59,4.274862546628556e-21,0.09979793530840587,4.27486247407403e-21,0.09979964348160059,4.274863361891303e-21,0.09987300944996565,4.2748841071318014e-21,0.10130885405106352,4.274862650120349e-21,0.09981727193855766,1.0,1.0,4.274863825653026e-21,0.10001078359319279,4.274864662217397e-21,0.10002335263736956,4.274957252480883e-21,0.10499063400744246,4.274873743987176e-21,0.10062466442933952,5,5,True,False,True
60,1.0910132261315446e-11,0.09959750033175713,1.0910132447229428e-11,0.09959960111713327,1.0910132688538133e-11,0.09960169103120264,1.0910132487774348e-11,0.09959957859039849,1.0910132261370602e-11,0.09959750102006892,1.0910132416636014e-11,0.09959826170066713,1.0910132261314942e-11,0.0995975003266836,0.10362139802529861,0.9999999999018088,1.0910132262711254e-11,0.09959751159503812,1.0910132310992628e-11,0.09959799787510251,7,7,True,False,True
61,4.609602042518195e-29,0.09984881759355545,4.6096020520970625e-29,0.09985421655383585,4.609603626917207e-29,0.100079570467469,4.609614950406436e-29,0.10186575251130298,4.6096020320185037e-29,0.09984883787928966,4.6096924333921754e-29,0.1097280678564246,4.609602434316485e-29,0.0999813370551998,4.609602033105255e-29,0.09984763270628766,1.0,1.0,4.6096042221137035e-29,0.10018669600468236,8,8,True,False,True
62,3.1721228420136205e-17,0.10023203104073791,3.172116041404103e-17,0.09975113013511565,3.1721160908225595e-17,0.09975135196105553,3.172139330173447e-17,0.1015324265709715,3.172237247223237e-17,0.10947828888341316,3.172726231795366e-17,0.1350202179933394,3.1721161009716636e-17,0.0997576452524641,3.172121892542451e-17,0.10008347892070299,3.1721552965356645e-17,0.10136204525722309,1.0,0.9999999999999998,9,9,True,False,True
63,7.189085131037779e-69,0.09994064653335295,7.189089119764063e-69,0.10372364066700533,7.189143087453513e-69,0.12468910188142694,1.0,1.0,7.189085642031396e-69,0.10035305508203568,7.189086612292352e-69,0.1004813066695001,7.189085128834735e-69,0.0999382378428699,7.189174554464477e-69,0.14828399795308903,7.189085798690877e-69,0.10022832893278978,7.18991349890417e-69,0.9181696712516313,3,3,True,False,True
64,3.1141937856226185e-24,0.09981388705510408,3.1141943820070046e-24,0.0999556041590997,3.1141945507483304e-24,0.09994053696276421,3.1141938188172995e-24,0.09981898489944482,3.1141937857211973e-24,0.09981391241956362,3.1141938037662078e-24,0.09981540017538662,3.114193785620937e-24,0.09981388669066994,1.0,1.0,3.114193787175074e-24,0.09981412147704948,3.1141937924934836e-24,0.09981486983112695,7,7,True,False,True
65,5.730130065773814e-08,0.09938651985313067,5.730131936896934e-08,0.09940594625339903,5.7301307371474644e-08,0.09939117790825501,5.730130015145841e-08,0.09938652397146716,0.10545534092576597,0.9999994842872799,5.730135138544023e-08,0.09941251136057093,5.7301299823125996e-08,0.09938624703130877,5.7301304775568396e-08,0.0993893082988066,5.730131116794992e-08,0.09939071669248263,5.730222534993978e-08,0.09991441505692174,4,4,True,False,True
66,3.466200453516178e-49,0.09991444909407378,3.4662004472925704e-49,0.09991038753126358,3.466200447292866e-49,0.09991023250132117,3.466200447234791e-49,0.09991020009041884,3.466200463884032e-49,0.09992536903367423,3.466201157377189e-49,0.10037868858326232,1.0,1.0,3.466200447164599e-49,0.09991006404114304,3.46620045380207e-49,0.09991791437795108,3.466200447201739e-49,0.09991011536521213,6,6,True,False,True
67,9.58727552509858e-23,0.09980119933015477,9.587275525915835e-23,0.09980128802681432,9.587275531207256e-23,0.09980159184442933,9.587275525001575e-23,0.09980119573714788,1.0,1.0,9.587275526663744e-23,0.09980125721987161,9.587275525124738e-23,0.0998012085952152,9.587275525777685e-23,0.09980123843482346,9.587275528762096e-23,0.09980130350138974,9.587275636742674e-23,0.09980697014706222,4,4,True,False,True
